cluster_id,cluster_region,cluster_parent,xpos,ypos,zpos,depth
0,MRN,MBmot,8314.40163364151,4835.05821411936,3852.52056556044,3671.87840817426
1,MRN,MBmot,8312.48275077564,4835.19369162081,3841.50431410221,3661.96045311844
2,MRN,MBmot,8313.96469661974,4835.08906286842,3850.01212265918,3669.62005159543
3,MRN,MBmot,8308.26934658262,4835.49116755478,3817.31528156101,3640.18301471326
5,MRN,MBmot,8312.94487026333,4835.1610649323,3844.15732881754,3664.34896801471
6,MRN,MBmot,8311.96910618307,4835.22995609911,3838.55549523862,3659.30562510659
9,MRN,MBmot,8312.10345082145,4835.22047106161,3839.32676395168,3660
13,MRN,MBmot,8306.29178333019,4835.6307880252,3805.96214768775,3629.96176368929
14,MRN,MBmot,8308.19781136761,4835.49621810392,3816.90459994476,3639.81327716436
15,MRN,MBmot,8304.54896223067,4835.7538351649,3795.95666177697,3620.95380304577
16,MRN,MBmot,8305.35320094346,4835.69705407975,3800.57377314427,3625.11059841325
17,MRN,MBmot,8303.85899933937,4835.80254811673,3791.99560462095,3617.38765470612
19,MRN,MBmot,8293.068696779,4836.5643680573,3730.04878731941,3561.61680087461
20,MRN,MBmot,8297.53464705078,4836.24906179489,3755.6876796504,3584.69955118982
22,MRN,MBmot,8296.91662056363,4836.29269587271,3752.13960732592,3581.50521398878
26,MRN,MBmot,8292.7558851683,4836.58645326959,3728.25294484056,3560
28,MRN,MBmot,8286.38388755086,4837.0363308165,3691.67148940451,3527.06563641298
30,MRN,MBmot,8275.5016620236,4837.80464072794,3629.19694498844,3470.81966871687
31,MRN,MBmot,8273.4657557693,4837.94838034719,3617.50886561598,3460.29686553426
34,MRN,MBmot,8265.10933867063,4838.53836242989,3569.53491489398,3417.10581375814
37,MRN,MBmot,8265.30144349002,4838.52479939204,3570.63778314842,3418.0987284371
39,MB,BS,8250.02430120505,4839.60340043799,3482.93214776686,3339.1371548787
41,MB,BS,8244.27457160374,4840.00934444546,3449.92311515143,3309.41905129714
42,MB,BS,8238.4327657389,4840.42178924689,3416.38547534982,3279.22504152058
43,MB,BS,8233.99743132078,4840.7349339603,3390.922347756,3256.30053257905
44,MB,BS,8229.00489269029,4841.08741856038,3362.26032677157,3230.49605298719
46,MB,BS,8223.06763140631,4841.50660273184,3328.17468014841,3199.80867148187
47,MB,BS,8222.32423425702,4841.559088264,3323.90685845092,3195.96634236089
49,MB,BS,8213.30334908637,4842.19598330622,3272.1182155989,3149.34091499514
50,MB,BS,8213.45560048481,4842.18523401067,3272.99228650749,3150.12784292791
51,MB,BS,8210.19810658225,4842.41522050061,3254.29110750776,3133.2911309562
52,MB,BS,8208.9019422595,4842.5067326544,3246.84986533264,3126.59176450363
53,MB,BS,8201.22613714612,4843.04866198053,3202.78328848368,3086.91852989117
56,MB,BS,8196.27656767853,4843.39811285984,3174.36795223017,3061.33614109704
57,MB,BS,8193.11811488372,4843.62110682196,3156.2353653874,3045.01133387614
59,MB,BS,8189.60146848007,4843.86939006882,3136.04639931697,3026.8351639812
64,MB,BS,8184.26484294258,4844.24616798836,3105.40898527524,2999.25223373994
65,MB,BS,8187.63082646971,4844.00852188379,3124.73300009577,3016.64968615058
69,MB,BS,8170.71228116638,4845.20300972187,3027.60411709655,2929.20434234543
70,MB,BS,8171.9026169771,4845.11896930211,3034.43780082147,2935.35672260894
71,MB,BS,8171.66751204113,4845.13556824614,3033.08807013191,2934.14155714478
73,MB,BS,8165.950268429,4845.53921866878,3000.26553864797,2904.59136093599
74,MB,BS,8165.41213527345,4845.5772120954,2997.17613164718,2901.80996111962
