cluster_id,cluster_region,cluster_parent,xpos,ypos,zpos,depth
0,MRN,MBmot,9449.23763187896,6600.19182601103,4593.29307034744,3775.8536999694
2,MRN,MBmot,9446.80133187815,6599.92246504383,4580.36560082052,3764.93596318747
3,MRN,MBmot,9445.34177555097,6599.76109431615,4572.62091833631,3758.3952860158
8,MRN,MBmot,9436.77384272572,6598.81381086502,4527.15784298827,3720
9,MRN,MBmot,9435.65923499877,6598.69057816983,4521.24352315091,3715.00513328661
11,MRN,MBmot,9411.02225161061,6595.96667648603,4390.51502014213,3604.5999698652
12,MRN,MBmot,9398.47611086161,6594.57955642458,4323.94281960878,3548.37722952897
13,MRN,MBmot,9400.82624256616,6594.83939049624,4336.41306382532,3558.90882224934
16,MRN,MBmot,9387.7815589506,6593.39715079078,4267.19550035918,3500.45197289952
19,MRN,MBmot,9394.30154691304,6594.11801039885,4301.79179214277,3529.66984933987
20,MRN,MBmot,9381.46451536917,6592.69872901661,4233.6760699228,3472.14354658125
21,MRN,MBmot,9379.77218524583,6592.51162247033,4224.6962455614,3464.55974539561
22,MRN,MBmot,9379.73872010195,6592.50792251404,4224.51867316571,3464.40977879373
23,MRN,MBmot,9378.44865866551,6592.36529139465,4217.67336269411,3458.62865529049
25,MRN,MBmot,9374.55997972833,6591.93535324282,4197.03929527891,3441.20240521808
26,MRN,MBmot,9374.29166222881,6591.90568765928,4195.61555177546,3440
27,MRN,MBmot,9375.26541630272,6592.0133473642,4200.7824754355,3444.36366238382
28,MRN,MBmot,9368.71397106488,6591.28900979277,4166.0192653869,3415.00481715777
29,MRN,MBmot,9369.82864933618,6591.41225028744,4171.93395954597,3420
30,MRN,MBmot,9371.58024055908,6591.60590882941,4181.2282345327,3427.8493666276
31,MRN,MBmot,9372.48127827068,6591.70552890469,4186.00931139333,3431.88716680108
32,MRN,MBmot,9371.61443794822,6591.60968974384,4181.40969236053,3428.00261462383
35,MRN,MBmot,9363.87050053084,6590.7535084558,4140.31889280856,3393.29988082639
36,MRN,MBmot,9361.34491871707,6590.474276358,4126.91767706155,3381.98204745002
